Al,Cu,Mg,Si,Zn,Zr,Mn,Ag,Li,Ca,Fe,Ti,Sn,Cr,Ge,Sc,Crack Susceptibility Level,Observations
0.877681493,0.0239,0.0247,0.002301599,0.0638,0.00139898,0.000623572,7.48E-05,0.000100996,5.62E-05,0.004322478,0.000152003,0.000431758,0.0002,0.000139408,0.000116686,Medium,High Zn can contribute to segregation but strengthens alloy.
0.867741332,0.0268,0.027,0.003985966,0.064,0.001956131,0.001520749,5.03E-05,6.18E-05,0.000124719,0.004860108,0.000725532,0.000212608,0.0006,0.00019936,0.000161355,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.89452093,0.0117,0.0241,0.003598532,0.0585,0.001740003,0.001481767,0.000157811,0.00011642,0.000153397,0.001497189,0.000985311,0.000449102,0.0008,0.000115289,8.42E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.874985605,0.0295,0.022,0.004396894,0.0625,0.000340111,0.000909889,0.00015986,8.92E-05,8.78E-05,0.00392347,0.000315262,0.000145032,0.0004,0.000188104,5.88E-05,Medium,High Zn can contribute to segregation but strengthens alloy.
0.895131184,0.0154,0.0165,0.003630452,0.0594,0.001827553,0.001926295,0.00012724,0.000101508,9.62E-05,0.004753362,0.000228024,0.000381474,0.0003,0.000101753,9.50E-05,Medium,Balanced composition with moderate crack susceptibility.
0.894447491,0.0235,0.0159,0.003273234,0.0571,0.001631437,0.000726587,7.42E-05,0.000175186,0.000142046,0.001724932,0.000209246,0.000316279,0.0006,5.82E-05,0.000121146,Medium,Cr enhances grain boundary strength and reduces cracking.
0.895379227,0.0129,0.0244,0.001374699,0.0601,0.001626639,0.001148502,6.25E-05,0.000190323,0.00018469,0.001265985,0.000372948,0.000138614,0.0007,8.06E-05,7.52E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.882264697,0.0163,0.0231,0.002470863,0.0672,0.001078593,0.001915424,5.29E-05,7.79E-05,0.000171489,0.003964483,0.000190941,0.000196758,0.0008,0.000112804,0.00010322,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.88849604,0.0191,0.0264,0.002060809,0.0566,0.000976609,0.001129591,7.49E-05,0.000105876,0.00013747,0.003297892,0.000722945,0.000104962,0.0006,8.29E-05,0.000109997,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.895199312,0.0137,0.0192,0.001975959,0.0614,0.000814957,0.001457789,0.000183628,0.000189295,0.000159533,0.004367315,0.000156063,0.000287507,0.0008,5.00E-05,5.86E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.879686838,0.0259,0.0176,0.004892042,0.0669,0.000411681,0.001096392,8.62E-05,5.93E-05,0.000104723,0.00155909,0.00055848,0.000220506,0.0006,0.00018725,0.000137496,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.898238474,0.0119,0.0223,0.002572391,0.057,0.000688,0.000911323,0.000103141,6.39E-05,0.000146145,0.004181069,0.000997027,0.000339343,0.0002,0.000176582,0.000182652,Medium,Balanced composition with moderate crack susceptibility.
0.872484391,0.0254,0.021,0.004568186,0.07,0.000719226,0.001975966,6.58E-05,7.44E-05,0.000119927,0.001806509,0.000832573,0.000218895,0.0005,0.000161344,7.28E-05,Medium,High Zn can contribute to segregation but strengthens alloy.
0.887794255,0.0268,0.0174,0.003524555,0.0588,0.001122931,0.001114001,8.34E-05,0.000139282,7.85E-05,0.001654624,0.000653697,0.000219968,0.0004,7.52E-05,0.000139671,Medium,Balanced composition with moderate crack susceptibility.
0.892605501,0.0255,0.0186,0.004179245,0.0525,0.001570655,0.001841149,0.000127884,7.26E-05,0.000155261,0.001657063,0.000375628,0.000397277,0.0002,6.81E-05,0.000149711,Medium,Balanced composition with moderate crack susceptibility.
0.877257096,0.0287,0.019,0.003010548,0.0634,0.001105477,0.000844932,0.000141163,0.000195211,0.00013347,0.004258299,0.000661506,0.000119257,0.001,6.01E-05,0.0001129,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.877256735,0.0298,0.0197,0.003307616,0.0625,0.000398336,0.000819657,8.68E-05,0.000117007,0.000103793,0.003660789,0.000574337,0.000461158,0.0009,0.000158604,0.000155165,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.884666824,0.013,0.0295,0.002970071,0.0619,0.001928243,0.000546701,5.87E-05,0.000125228,0.000186701,0.003092262,0.000483475,0.000440906,0.0008,0.000189321,0.00011161,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.892329744,0.0233,0.0212,0.001780972,0.0542,0.001902631,0.0014775,0.000108655,8.70E-05,5.31E-05,0.002435322,0.000217639,0.000367122,0.0003,0.00011458,0.000125696,Medium,Balanced composition with moderate crack susceptibility.
0.881956431,0.0206,0.0193,0.003889808,0.0647,0.001634822,0.00105279,8.51E-05,0.000120644,9.74E-05,0.004508802,0.000897944,0.000337289,0.0007,6.79E-05,5.11E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.876092239,0.0231,0.0285,0.002123089,0.0613,0.001985257,0.001796537,8.29E-05,0.000149287,5.85E-05,0.00256978,0.000504806,0.000456921,0.001,0.000126859,0.000153758,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.88967845,0.0106,0.0249,0.001097264,0.0648,0.00122562,0.001209815,0.000193979,0.000162677,0.000164979,0.004266398,0.00027516,0.000174132,0.001,0.000102325,0.000149201,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.891387178,0.0238,0.0219,0.003581889,0.0511,0.001936706,0.00195229,0.000142445,0.00016308,0.000155316,0.00275654,0.000430983,0.000131588,0.0004,0.000106224,5.58E-05,Medium,Balanced composition with moderate crack susceptibility.
0.899990087,0.0193,0.0222,0.001708443,0.0517,0.000428529,0.000778288,0.000133532,0.000136684,9.97E-05,0.002507778,0.000472717,0.000195804,0.0001,0.0001432,0.000105238,Medium,Balanced composition with moderate crack susceptibility.
0.895396207,0.0195,0.0211,0.004761834,0.0507,0.000921657,0.001802935,0.000112366,0.000185654,0.000151349,0.002850719,0.000844784,0.000417831,0.0009,0.000157808,0.000196855,Medium,Cr enhances grain boundary strength and reduces cracking.
0.882480565,0.0181,0.0275,0.004815714,0.061,0.000683148,0.001664895,0.000114342,0.000172611,0.000109391,0.002205511,0.000760253,0.000113868,0.0001,6.66E-05,0.00011311,Medium,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.887796547,0.0108,0.0213,0.004659458,0.0665,0.000632916,0.001656383,0.000131136,0.000163557,0.000163438,0.003990438,0.000792374,0.000333123,0.0009,5.53E-05,0.000125292,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.884377269,0.025,0.023,0.002480635,0.0581,0.000539365,0.001767175,0.000154464,5.83E-05,0.000118128,0.003010882,0.000109928,0.000498175,0.0004,0.00019915,0.00018649,Medium,Balanced composition with moderate crack susceptibility.
0.892632172,0.0203,0.0196,0.001061826,0.0597,0.001358103,0.001641536,0.000155322,5.10E-05,0.000111842,0.001928851,0.000474539,0.000442278,0.0003,8.49E-05,0.000157589,Medium,Balanced composition with moderate crack susceptibility.
0.883335846,0.0257,0.019,0.004713274,0.058,0.001628247,0.00143933,7.58E-05,8.19E-05,0.000190209,0.004598298,0.00053321,0.000308578,0.0002,5.81E-05,0.000137311,Medium,Balanced composition with moderate crack susceptibility.
0.903818665,0.0134,0.0213,0.002712737,0.0532,0.001283107,0.000696867,0.000125017,0.000149529,8.76E-05,0.002535565,0.000117273,0.000125456,0.0002,7.85E-05,0.000169671,Medium,Balanced composition with moderate crack susceptibility.
0.893467123,0.0146,0.028,0.004866619,0.0527,0.000549837,0.000548789,0.000111794,0.00011168,6.81E-05,0.003174211,0.000333832,0.000432549,0.0008,5.58E-05,0.000179655,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.873679671,0.0295,0.0232,0.00485448,0.058,0.00167891,0.001881272,0.000180579,0.000110361,0.000137681,0.004625888,0.000784261,0.000339591,0.0008,0.000108772,0.000118533,Medium,Cr enhances grain boundary strength and reduces cracking.
0.885401114,0.0119,0.0218,0.004412038,0.0686,0.001381123,0.001424975,0.000144713,0.000182688,0.000195398,0.003496952,0.000223399,0.000145973,0.0004,0.00017036,0.000121266,Medium,High Zn can contribute to segregation but strengthens alloy.
0.883550622,0.0252,0.0173,0.002177796,0.0661,0.000959882,0.001694806,0.000129876,0.000184334,0.000106676,0.001467592,0.000581779,0.000137543,0.0002,0.000101187,0.000107908,Medium,High Zn can contribute to segregation but strengthens alloy.
0.886049819,0.0159,0.0184,0.002540391,0.0679,0.001446022,0.001222284,6.73E-05,0.000186376,5.93E-05,0.004759328,0.000293682,0.000463851,0.0004,0.000116628,0.000195006,Medium,High Zn can contribute to segregation but strengthens alloy.
0.876343495,0.0131,0.0298,0.004404547,0.0699,0.000741838,0.000675962,0.000140846,9.71E-05,0.000100896,0.003510832,0.000110909,0.00036768,0.0004,0.000151338,0.000154575,Medium,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.884333342,0.0287,0.0253,0.002267688,0.054,0.000886827,0.000687779,6.76E-05,0.000153658,0.00012589,0.002339622,0.000317081,0.000431715,0.0002,0.000126334,6.25E-05,Medium,"Mg helps refine grains, reducing cracking tendency."
0.896722714,0.0125,0.0297,0.001677971,0.0521,0.001859726,0.001528348,0.000100581,9.07E-05,7.43E-05,0.001557088,0.000978286,0.000451592,0.0003,0.000179217,0.000179444,Medium,"Mg helps refine grains, reducing cracking tendency."
0.884606563,0.0225,0.0262,0.003227205,0.0547,0.000793858,0.001145459,7.14E-05,7.86E-05,0.000148715,0.004176101,0.000821383,0.000328709,0.0009,0.000179905,0.000122084,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.905261757,0.0152,0.0154,0.004744619,0.0516,0.00109898,0.000800787,0.000153811,7.77E-05,0.000199662,0.003480291,0.000963619,0.000306979,0.0006,5.15E-05,6.03E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.894020986,0.022,0.0201,0.003784119,0.0518,0.00181324,0.001237392,8.09E-05,0.000101316,0.000117761,0.003133844,0.000539069,0.000272171,0.0007,0.000166707,0.000132458,Medium,Cr enhances grain boundary strength and reduces cracking.
0.905261038,0.0154,0.0183,0.003280245,0.05,0.001503126,0.000596313,0.000108779,0.000114494,0.000103209,0.00457557,0.000198763,0.000226779,0.0001,0.00011911,0.000112575,Medium,Balanced composition with moderate crack susceptibility.
0.893962113,0.0121,0.021,0.001388706,0.063,0.000405745,0.001372957,0.000184351,0.000174642,0.000110106,0.004154389,0.000593164,0.000273838,0.0009,0.000198326,0.000181662,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.898241888,0.021,0.0207,0.003460029,0.0517,0.000550415,0.00090349,8.06E-05,6.80E-05,6.73E-05,0.0016067,0.00050894,0.000409552,0.0005,0.000122485,8.06E-05,Medium,Balanced composition with moderate crack susceptibility.
0.885741631,0.0165,0.0196,0.004960215,0.0662,0.000313331,0.001696339,0.000126171,0.000160239,0.000182491,0.002246888,0.000859921,0.000340769,0.0007,0.000198034,0.00017397,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.887510642,0.0224,0.0178,0.001560336,0.0646,0.001372567,0.000965543,0.000112891,0.000129718,0.000112224,0.001993957,0.000188274,0.000457009,0.0005,0.000163185,0.000133653,Medium,High Zn can contribute to segregation but strengthens alloy.
0.901890768,0.0121,0.0238,0.003073319,0.0511,0.001061045,0.00118283,5.27E-05,9.32E-05,0.000108091,0.003975785,0.000539417,0.000277352,0.0006,8.73E-05,5.82E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.884664474,0.0173,0.0246,0.004509492,0.0646,0.000528267,0.000517431,0.000168914,0.000123923,0.000148954,0.00113413,0.000235044,0.000342836,0.0008,0.000130759,0.000195777,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.883578111,0.0251,0.0218,0.003963074,0.0579,0.001928488,0.00060867,6.04E-05,9.50E-05,0.000116305,0.003279559,0.000392208,0.000352523,0.0005,0.00019882,0.000126892,Medium,Balanced composition with moderate crack susceptibility.
0.890092594,0.0171,0.021,0.003788063,0.059,0.001200422,0.00108874,0.000121138,0.000139412,0.000147235,0.004049835,0.000763621,0.000336679,0.0009,0.00017863,9.36E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.882548993,0.022,0.0237,0.003809936,0.0595,0.000711219,0.001219908,0.000134102,0.000115077,5.92E-05,0.004507063,0.000528416,0.000381054,0.0006,6.46E-05,0.000120411,Medium,Cr enhances grain boundary strength and reduces cracking.
0.887283761,0.0208,0.0162,0.002437965,0.0661,0.001151026,0.001400031,0.000144264,7.47E-05,0.000172059,0.002368327,0.000438299,0.000194973,0.0009,0.000155956,0.000178679,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.894178351,0.0195,0.0245,0.002174367,0.0516,0.001455355,0.000937494,0.000153295,6.75E-05,0.000191076,0.004285029,0.000455029,0.000304946,0,0.000101837,9.57E-05,Medium,Balanced composition with moderate crack susceptibility.
0.876295498,0.0234,0.0222,0.004237445,0.0687,0.000429607,0.001542473,8.80E-05,0.000132004,0.000147315,0.001442527,0.000513502,0.00014169,0.0006,5.10E-05,7.89E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.882646311,0.0177,0.0182,0.004240454,0.068,0.000766996,0.001790184,5.15E-05,0.000185362,0.000193185,0.004385809,0.000806515,0.000253805,0.0006,0.000110522,6.94E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.874169478,0.0208,0.0241,0.004468289,0.0692,0.001671841,0.001669776,0.000158517,0.000101594,7.27E-05,0.001509955,0.000902876,0.000295067,0.0007,8.52E-05,9.47E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.900444591,0.014,0.0208,0.004652962,0.0537,0.00108143,0.000559428,0.000130348,0.00015995,0.000121612,0.002589149,0.000959801,0.00036089,0.0001,0.00017283,0.000167007,Medium,Balanced composition with moderate crack susceptibility.
0.88214125,0.0292,0.0157,0.00304537,0.0612,0.001229181,0.00122076,0.000175418,0.000148799,0.000140271,0.004189181,0.000808213,0.000480212,0.0001,0.0001006,0.000120744,Medium,High Zn can contribute to segregation but strengthens alloy.
0.895918503,0.0149,0.0204,0.003006065,0.0604,0.001035787,0.000657395,0.000173208,0.000189733,0.00013726,0.00159967,0.000383866,0.00034026,0.0006,0.000174129,8.41E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.905250475,0.0167,0.0177,0.004193181,0.0505,0.00037463,0.000863068,0.000176499,0.000173147,0.000110219,0.001917006,0.000719321,0.000397438,0.0008,5.01E-05,7.49E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.888498466,0.0115,0.0192,0.003599856,0.0684,0.000581775,0.001979994,0.000122764,0.000134991,0.000100713,0.00388901,0.000493843,0.000302506,0.001,9.62E-05,9.99E-05,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.882063191,0.0184,0.0237,0.003807868,0.0646,0.001057421,0.000713743,0.000100044,0.000148555,6.90E-05,0.003880146,0.000329204,0.000353642,0.0005,8.62E-05,0.000190989,Medium,High Zn can contribute to segregation but strengthens alloy.
0.900314392,0.0127,0.0174,0.004183171,0.0579,0.000655615,0.001248332,0.000168734,0.000184758,0.000108761,0.003564591,0.000856784,0.000128373,0.0004,8.50E-05,0.000101454,Medium,Balanced composition with moderate crack susceptibility.
0.884055179,0.0211,0.0236,0.004560021,0.0594,0.000384964,0.001427234,0.000117694,0.000109928,7.44E-05,0.003775794,0.000134584,0.000201757,0.0008,6.02E-05,0.000198219,Medium,Cr enhances grain boundary strength and reduces cracking.
0.899395349,0.0152,0.0213,0.002351981,0.0527,0.001734204,0.001553697,7.75E-05,9.90E-05,0.000160155,0.003170898,0.000911586,0.000244741,0.0009,7.81E-05,0.000122785,Medium,Cr enhances grain boundary strength and reduces cracking.
0.885857245,0.021,0.0211,0.002502332,0.0625,0.001968027,0.001339473,0.000178246,5.16E-05,8.13E-05,0.002007196,0.00051533,0.000288997,0.0004,0.000133332,7.69E-05,Medium,High Zn can contribute to segregation but strengthens alloy.
0.905094022,0.0154,0.018,0.001375928,0.0536,0.001648343,0.000514656,0.000182384,0.000173983,5.88E-05,0.002382784,0.000673481,0.000118259,0.0005,9.37E-05,0.000183671,Medium,Balanced composition with moderate crack susceptibility.
0.888815323,0.0103,0.0247,0.003313121,0.0662,0.001751434,0.000989692,0.000119946,0.000170147,0.000132855,0.001726391,0.000693419,0.00015601,0.0007,0.000112609,0.000119053,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.89078888,0.0276,0.0157,0.001143769,0.0557,0.000711361,0.001276567,6.14E-05,6.57E-05,0.000139284,0.004633802,0.000905606,0.000210726,0.0008,0.00010653,0.000156451,Medium,Cr enhances grain boundary strength and reduces cracking.
0.880173127,0.0295,0.0247,0.002862392,0.0542,0.001933066,0.0006318,0.000108174,0.000136529,0.000180787,0.003333567,0.000673003,0.000488613,0.0007,0.000181386,0.000197557,Medium,Cr enhances grain boundary strength and reduces cracking.
0.890710226,0.0185,0.0247,0.003170579,0.0562,0.000634774,0.00102594,0.000170531,0.000119597,0.000136547,0.002603406,0.00065254,0.000232539,0.0009,0.000185795,5.75E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.900542431,0.0168,0.0159,0.002146165,0.0575,0.001917431,0.000549805,0.000185266,6.78E-05,0.000101822,0.002848023,0.000159987,0.000292816,0.0008,0.000123944,6.45E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.884287817,0.0166,0.0225,0.003363333,0.0637,0.001991193,0.000617868,8.05E-05,0.000197085,0.000170452,0.004789133,0.000566567,0.000178439,0.0007,9.95E-05,0.000158069,Medium,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.892348229,0.0272,0.017,0.001122001,0.0563,0.001509929,0.001095385,6.00E-05,8.22E-05,0.000131042,0.001613406,0.000235152,0.000344312,0.0008,6.60E-05,9.23E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.889988471,0.0138,0.0258,0.001149393,0.061,0.001967944,0.000699074,0.000181603,6.01E-05,6.19E-05,0.003344919,0.00076369,0.000212273,0.0007,0.00019301,7.76E-05,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.889625264,0.0182,0.0283,0.004290402,0.0523,0.001268218,0.001351311,0.000108411,0.000139227,0.000134878,0.003023555,0.000561,0.000182797,0.0004,5.90E-05,5.59E-05,Medium,"Mg helps refine grains, reducing cracking tendency."
0.882792946,0.0174,0.0204,0.002440763,0.0695,0.000741221,0.001534197,0.000131264,0.00016083,0.000186203,0.003445817,0.000712205,0.000306629,0.0001,9.46E-05,5.33E-05,Medium,High Zn can contribute to segregation but strengthens alloy.
0.89081543,0.0257,0.0179,0.001508242,0.0584,0.001042893,0.00170088,0.00019521,5.49E-05,0.000109447,0.001072441,0.000137506,0.000102202,0.001,9.47E-05,0.000166173,Medium,Cr enhances grain boundary strength and reduces cracking.
0.902162408,0.0141,0.0213,0.003088973,0.0511,0.001309054,0.000800225,6.00E-05,0.000148808,9.44E-05,0.004488496,0.000176313,0.000103066,0.0009,9.81E-05,7.02E-05,Medium,Cr enhances grain boundary strength and reduces cracking.
0.888940359,0.0175,0.0243,0.004079974,0.057,0.000424239,0.000751224,0.000147248,0.000129844,7.15E-05,0.004728473,0.000744691,0.000187628,0.0008,7.46E-05,0.000120158,Medium,Cr enhances grain boundary strength and reduces cracking.
0.875674102,0.0272,0.028,0.001863284,0.0602,0.001357984,0.000656852,6.11E-05,6.55E-05,7.27E-05,0.003260533,0.000164876,0.000114689,0.001,0.000167474,0.000140885,Low,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.900212104,0.0101,0.0211,0.003491562,0.0569,0.001968002,0.001454645,0.00010632,7.59E-05,0.000114916,0.003786603,0.000164131,0.00014321,0.0002,6.84E-05,0.000114253,Medium,Balanced composition with moderate crack susceptibility.
0.876394852,0.0275,0.0286,0.00134139,0.0575,0.000623183,0.001559714,0.000170572,0.000135196,0.000139352,0.004689998,0.000110898,0.000235544,0.0008,0.000145236,5.41E-05,Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.899590348,0.019507143,0.035986585,0.001206727,0.034639879,0.001647412,0.000547379,0.000115021,9.45E-05,6.21E-05,0.003828955,0.000960851,0.000421034,0.001156019,6.86E-05,0.000167525,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.904107103,0.010580836,0.03601115,0.003125419,0.037323523,0.001843428,0.001904318,0.000199577,0.000190747,0.000190935,0.001610156,0.000763758,0.000328819,0.001708073,6.06E-05,5.16E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.899853258,0.019699099,0.032123391,0.00316254,0.036648853,0.001904293,0.000577957,0.000133859,0.000172811,0.00016327,0.003305153,0.000417926,0.000305067,0.001181825,0.000186414,0.000164283,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.909350519,0.013042422,0.03431945,0.00354972,0.030495129,0.001932231,0.001311945,9.82E-05,0.000197535,0.000137994,0.00342686,0.000366882,0.000217396,0.001291229,7.85E-05,0.000183996,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.052789877,0.013663618,0.003904365,0.085842893,0.001186481,0.001563591,8.30E-05,8.90E-05,0.000174266,0.002696523,0.000414733,0.000472701,0.000282428,0.000173188,0.000114926,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.053993476,0.015924146,0.004903408,0.090284689,0.001961423,0.001806454,0.000102578,0.000195459,6.20E-05,0.003945777,0.000797188,0.000258806,0.00011858,0.000131695,0.000130331,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.053410482,0.019488855,0.003065201,0.081301032,0.001587427,0.00157113,0.00010588,0.000114685,0.000121526,0.004737468,0.000695234,0.000134837,0.000486253,6.17E-05,0.000121548,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.869010162,0.036092275,0.02184233,0.002291826,0.061953442,0.000574841,0.001702592,6.03E-05,0.000102128,0.000144514,0.004702274,0.000266676,0.000346827,0.000608107,0.000193317,0.000108381,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.913894791,0.014951769,0.039093204,0.004180745,0.02068777,0.00111073,0.001009175,0.000105436,5.76E-05,0.000174298,0.002803357,0.000256698,0.000145535,0.00125878,8.70E-05,0.000183114,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.056234222,0.015467103,0.002083329,0.09040136,0.001521163,0.001722238,0.000119636,5.79E-05,0.00016752,0.001452952,0.000188556,0.000238089,0.000173942,0.000178947,0.00018409,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.045502656,0.023948274,0.002755886,0.078789979,0.000720479,0.000620172,0.000158411,0.000153802,9.16E-05,0.004939365,0.000694272,0.000302965,0.00071853,7.53E-05,0.000100372,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.877413493,0.03176985,0.015452273,0.001313826,0.063919657,0.001389046,0.001842225,0.000148509,0.000118689,0.000191132,0.004355592,0.000787935,0.000449689,0.000527731,0.000178091,0.00014226,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.909322703,0.01271349,0.033567533,0.001101403,0.03657475,0.001433221,0.001321389,0.000156315,8.40E-05,6.87E-05,0.001498651,0.000338542,0.000297419,0.001280935,5.20E-05,0.000189036,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.052818484,0.010745506,0.004850594,0.09604394,0.00057659,0.001725947,5.13E-05,0.000142096,0.00018127,0.004683368,0.00011885,0.000380904,0.000494755,0.000126767,0.000194309,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.053974314,0.018154614,0.00434392,0.080110442,0.001260645,0.001178477,8.27E-05,8.79E-05,0.000195641,0.004479585,0.000173955,0.000497127,0.000382743,0.000165416,0.000126344,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.065425407,0.013584657,0.003783897,0.081480893,0.001611766,0.001465367,0.000149253,0.000136645,7.66E-05,0.003075352,0.000971074,0.000152596,0.000146348,0.000190219,0.000117924,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.865085399,0.042465963,0.015635584,0.002635812,0.06661796,0.001148123,0.001289604,0.000122598,0.000103881,0.00015831,0.003365102,0.0003659,0.000209893,0.000517688,0.00018638,9.18E-05,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.90170402,0.017296062,0.038872127,0.001693177,0.032751149,0.000320575,0.001597384,5.08E-05,0.000173533,5.60E-05,0.002596011,0.000792301,0.00025783,0.001472215,0.000172944,0.000193831,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.904845336,0.017132448,0.035612772,0.001625748,0.035215701,0.000315365,0.000622445,0.000170674,0.000173104,0.000110813,0.001219047,0.000662197,0.000268731,0.001770967,0.000183229,7.14E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.060454657,0.010254191,0.002000972,0.08855082,0.00090695,0.000590528,0.000165921,0.000121603,0.000127442,0.002340789,0.000443746,0.000264408,0.000143157,7.99E-05,0.000136974,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.908896842,0.016364104,0.035085707,0.003196907,0.02628712,0.00187453,0.000870655,0.000132263,0.000102623,0.000137097,0.004211414,0.000285119,0.000463044,0.001907566,9.26E-05,9.24E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
